Time;TIME_sec;Start;fix;latitude;longitude;altitude;HDOP;VDOP;satnum;Speed
20230116 090320.774947;1673856200.774947;False;3D;4202.5863;01218.1426;141.5;2.1;3.0*3C;05;48.11496
20230116 090321.773859;1673856201.773859;False;3D;4202.5926;01218.1346;139.9;2.1;3.0*3C;05;47.42972
20230116 090322.773830;1673856202.77383;False;3D;4202.5980;01218.1277;140.3;2.1;3.0*3C;05;44.818400000000004
20230116 090324.092918;1673856204.092918;False;3D;4202.6032;01218.1210;140.0;2.1;3.0*3C;05;44.17020000000001
20230116 090324.773482;1673856204.773482;False;3D;4202.6084;01218.1147;139.8;2.1;3.0*3C;05;40.429159999999996
20230116 090325.770448;1673856205.770448;False;3D;4202.6131;01218.1095;140.3;2.1;3.0*3C;05;36.336240000000004
20230116 090326.774675;1673856206.774675;False;3D;4202.6179;01218.1046;141.1;2.1;3.0*3C;05;37.188159999999996
20230116 090327.772910;1673856207.77291;False;3D;4202.6225;01218.0997;142.2;2.1;3.0*3C;05;36.577000000000005
20230116 090329.085326;1673856209.085326;False;3D;4202.6267;01218.0949;142.4;2.1;3.0*3C;05;32.706320000000005
20230116 090329.773739;1673856209.773739;False;3D;4202.6298;01218.0913;143.0;2.1;3.0*3C;05;27.63184
20230116 090330.773092;1673856210.773092;False;3D;4202.6322;01218.0888;144.0;2.1;3.0*3C;05;22.038800000000002
20230116 090331.772739;1673856211.772739;False;3D;4202.6335;01218.0873;144.4;2.1;3.0*3C;05;15.4642
20230116 090332.769798;1673856212.769798;False;3D;4202.6347;01218.0859;144.9;2.1;3.0*3C;05;11.27868
20230116 090334.083797;1673856214.083797;False;3D;4202.6356;01218.0842;145.4;2.1;3.0*3C;05;12.05652
20230116 090334.774250;1673856214.77425;False;3D;4202.6357;01218.0822;145.9;2.1;3.0*3C;05;11.87132
20230116 090335.774242;1673856215.774242;False;3D;4202.6350;01218.0800;146.3;2.1;3.0*3C;05;13.7048
20230116 090336.769208;1673856216.769208;False;3D;4202.6331;01218.0780;147.2;2.1;3.0*3C;05;16.668
20230116 090337.770256;1673856217.770256;False;3D;4202.6308;01218.0753;147.6;2.1;3.0*3C;05;21.50172
20230116 090339.091934;1673856219.091934;False;3D;4202.6278;01218.0722;148.4;2.1;3.0*3C;05;24.779760000000003
20230116 090339.773429;1673856219.773429;False;3D;4202.6242;01218.0691;149.3;2.1;3.0*3C;05;27.576280000000004
20230116 090340.774768;1673856220.774768;False;3D;4202.6199;01218.0669;149.5;2.1;3.0*3C;05;28.13188
20230116 090341.773671;1673856221.773671;False;3D;4202.6153;01218.0651;149.8;2.1;3.0*3C;05;30.187600000000003
20230116 090342.777132;1673856222.777132;False;3D;4202.6106;01218.0636;150.4;2.1;3.0*3C;05;30.0024
20230116 090344.086430;1673856224.08643;False;3D;4202.6056;01218.0620;150.8;2.1;3.0*3C;05;32.687799999999996
20230116 090344.772485;1673856224.772485;False;3D;4202.6007;01218.0603;151.2;2.1;3.0*3C;05;32.05812
20230116 090345.771595;1673856225.771595;False;3D;4202.5955;01218.0584;151.3;2.1;3.0*3C;05;35.16948
20230116 090346.773539;1673856226.773539;False;3D;4202.5900;01218.0566;151.1;2.1;3.0*3C;05;36.965920000000004
20230116 090347.803290;1673856227.80329;False;3D;4202.5845;01218.0547;151.3;2.1;3.0*3C;05;36.22512
20230116 090348.986284;1673856228.986284;False;3D;4202.5793;01218.0529;151.5;2.1;3.0*3C;05;34.817600000000006
20230116 090349.781892;1673856229.781892;False;3D;4202.5745;01218.0510;152.0;2.1;3.0*3C;05;31.81736
20230116 090350.772268;1673856230.772268;False;3D;4202.5701;01218.0494;152.5;2.1;3.0*3C;05;28.706000000000003
20230116 090351.771376;1673856231.771376;False;3D;4202.5658;01218.0478;152.8;2.1;3.0*3C;05;29.724600000000002
20230116 090352.769394;1673856232.769394;False;3D;4202.5614;01218.0465;153.1;2.1;3.0*3C;05;28.8912
20230116 090354.088515;1673856234.088515;False;3D;4202.5571;01218.0454;153.4;2.1;3.0*3C;05;26.6688
20230116 090354.777635;1673856234.777635;False;3D;4202.5532;01218.0451;154.1;2.1;3.0*3C;05;23.613
20230116 090355.771273;1673856235.771273;False;3D;4202.5497;01218.0454;154.3;2.1;3.0*3C;05;22.48328
20230116 090356.773924;1673856236.773924;False;3D;4202.5462;01218.0465;154.3;2.1;3.0*3C;05;22.24252
20230116 090357.774564;1673856237.774564;False;3D;4202.5426;01218.0481;154.2;2.1;3.0*3C;05;24.65012
20230116 090359.090878;1673856239.090878;False;3D;4202.5393;01218.0500;154.7;2.1;3.0*3C;05;23.03888
20230116 090359.772524;1673856239.772524;False;3D;4202.5358;01218.0519;155.3;2.1;3.0*3C;05;25.2798
20230116 090400.775005;1673856240.775005;False;3D;4202.5319;01218.0538;155.5;2.1;3.0*3C;05;27.18736
20230116 090401.769580;1673856241.76958;False;3D;4202.5278;01218.0562;155.8;2.1;3.0*3C;05;31.539560000000005
20230116 090402.774932;1673856242.774932;False;3D;4202.5231;01218.0587;155.8;2.1;3.0*3C;05;33.724920000000004
20230116 090404.084551;1673856244.084551;False;3D;4202.5180;01218.0614;155.6;2.1;3.0*3C;05;36.50292
20230116 090404.771390;1673856244.77139;False;3D;4202.5128;01218.0639;155.6;2.1;3.0*3C;05;36.558479999999996
20230116 090405.773537;1673856245.773537;False;3D;4202.5076;01218.0663;155.7;2.1;3.1*3D;05;35.16948
20230116 090406.773337;1673856246.773337;False;3D;4202.5029;01218.0686;156.0;2.1;3.1*3D;05;34.687960000000004
20230116 090407.772910;1673856247.77291;False;3D;4202.4981;01218.0710;156.3;2.1;3.1*3D;05;33.854560000000006
20230116 090409.079548;1673856249.079548;False;3D;4202.4933;01218.0735;156.6;2.1;3.1*3D;05;34.33608
20230116 090409.769172;1673856249.769172;False;3D;4202.4884;01218.0759;156.8;2.1;3.1*3D;05;34.22496
20230116 090410.772879;1673856250.772879;False;3D;4202.4836;01218.0784;157.1;2.1;3.1*3D;05;33.57676
20230116 090411.783293;1673856251.783293;False;3D;4202.4791;01218.0807;157.0;2.1;3.1*3D;05;32.9656
20230116 090412.773223;1673856252.773223;False;3D;4202.4749;01218.0831;156.7;2.1;3.1*3D;05;30.8358
20230116 090414.089594;1673856254.089594;False;3D;4202.4707;01218.0852;156.7;2.1;3.1*3D;05;29.131960000000003
20230116 090414.772971;1673856254.772971;False;3D;4202.4676;01218.0870;156.6;2.1;3.1*3D;05;23.631520000000002
20230116 090415.771743;1673856255.771743;False;3D;4202.4657;01218.0883;157.0;2.1;3.1*3D;05;18.3348
20230116 090416.771569;1673856256.771569;False;3D;4202.4644;01218.0892;157.5;2.1;3.1*3D;05;12.83436
20230116 090417.778401;1673856257.778401;False;3D;4202.4628;01218.0897;157.2;2.1;3.1*3D;05;10.13044
20230116 090419.091304;1673856259.091304;False;3D;4202.4611;01218.0902;156.7;2.1;3.1*3D;05;11.27868
20230116 090419.772294;1673856259.772294;False;3D;4202.4594;01218.0907;156.7;2.1;3.1*3D;05;11.019400000000001
20230116 090420.771811;1673856260.771811;False;3D;4202.4579;01218.0912;156.8;2.1;3.1*3D;05;11.408320000000002
20230116 090421.773513;1673856261.773513;False;3D;4202.4563;01218.0920;156.2;2.1;3.1*3D;05;11.14904
20230116 090422.768432;1673856262.768432;False;3D;4202.4547;01218.0932;155.5;2.1;3.1*3D;05;13.01956
20230116 090424.158297;1673856264.158297;False;3D;4202.4529;01218.0954;154.3;2.1;3.1*3D;05;16.612440000000003
20230116 090424.774887;1673856264.774887;False;3D;4202.4513;01218.0987;153.7;2.1;3.1*3D;05;19.3534
20230116 090425.775762;1673856265.775762;False;3D;4202.4505;01218.1029;153.7;2.1;3.1*3D;05;22.29808
20230116 090426.773605;1673856266.773605;False;3D;4202.4499;01218.1078;153.9;2.1;3.1*3D;05;25.094600000000003
20230116 090427.775154;1673856267.775154;False;3D;4202.4489;01218.1127;154.0;2.1;3.1*3D;05;24.15008
20230116 090429.091587;1673856269.091587;False;3D;4202.4479;01218.1176;154.0;2.1;3.1*3D;05;24.187120000000004
20230116 090429.772678;1673856269.772678;False;3D;4202.4467;01218.1230;153.9;2.1;3.1*3D;05;28.243000000000002
20230116 090430.779839;1673856270.779839;False;3D;4202.4450;01218.1293;153.5;2.1;3.1*3D;05;33.50268
20230116 090431.784810;1673856271.78481;False;3D;4202.4435;01218.1362;153.7;2.1;3.1*3D;05;35.5584
20230116 090432.775563;1673856272.775563;False;3D;4202.4421;01218.1434;153.9;2.1;3.1*3D;05;35.63248
20230116 090434.093306;1673856274.093306;False;3D;4202.4411;01218.1501;154.2;2.1;3.1*3D;05;32.595200000000006
20230116 090434.775670;1673856274.77567;False;3D;4202.4404;01218.1562;154.3;2.1;3.1*3D;05;29.687560000000005
20230116 090435.774063;1673856275.774063;False;3D;4202.4399;01218.1614;154.4;2.1;3.1*3D;05;25.15016
20230116 090436.801173;1673856276.801173;False;3D;4202.4388;01218.1658;154.8;2.1;3.1*3D;05;22.44624
20230116 090437.773316;1673856277.773316;False;3D;4202.4377;01218.1683;154.7;2.1;3.1*3D;05;16.89024
20230116 090439.090265;1673856279.090265;False;3D;4202.4376;01218.1689;154.4;2.1;3.1*3D;05;9.74152
20230116 090439.775847;1673856279.775847;False;3D;4202.4370;01218.1692;154.2;2.1;3.1*3D;05;7.51912
20230116 090440.774176;1673856280.774176;False;3D;4202.4359;01218.1691;153.4;2.1;3.1*3D;05;10.074880000000002
20230116 090441.774192;1673856281.774192;False;3D;4202.4340;01218.1688;152.9;2.1;3.1*3D;05;13.964080000000001
20230116 090442.772797;1673856282.772797;False;3D;4202.4311;01218.1683;152.4;2.1;3.1*3D;05;19.40896
20230116 090444.090028;1673856284.090028;False;3D;4202.4274;01218.1678;152.0;2.1;3.1*3D;05;25.557600000000004
20230116 090444.773161;1673856284.773161;False;3D;4202.4233;01218.1673;151.9;2.1;3.1*3D;05;28.668960000000002
20230116 090445.777569;1673856285.777569;False;3D;4202.4191;01218.1668;151.3;2.1;3.1*3D;05;27.18736
20230116 090446.773380;1673856286.77338;False;3D;4202.4157;01218.1664;151.0;2.1;3.1*3D;05;22.835160000000002
20230116 090447.772939;1673856287.772939;False;3D;4202.4130;01218.1661;150.7;2.1;3.1*3D;05;18.779280000000004
20230116 090449.092203;1673856289.092203;False;3D;4202.4110;01218.1661;150.4;4.8;6.5*3A;04;15.279
20230116 090449.776436;1673856289.776436;False;3D;4202.4094;01218.1660;150.1;2.1;3.1*3D;05;11.87132
20230116 090450.772835;1673856290.772835;False;3D;4202.4078;01218.1657;149.9;2.1;3.1*3D;05;11.649080000000001
20230116 090451.772761;1673856291.772761;False;3D;4202.4057;01218.1656;149.9;2.1;3.1*3D;05;15.204920000000003
20230116 090452.773809;1673856292.773809;False;3D;4202.4034;01218.1656;149.7;2.1;3.1*3D;05;16.33464
20230116 090454.083928;1673856294.083928;False;3D;4202.4006;01218.1652;149.5;2.1;3.1*3D;05;19.223760000000002
20230116 090454.777379;1673856294.777379;False;3D;4202.3973;01218.1647;149.3;2.1;3.1*3D;05;22.1314
20230116 090455.776513;1673856295.776513;False;3D;4202.3939;01218.1637;149.1;2.1;3.1*3D;05;22.57588
20230116 090456.774300;1673856296.7743;False;3D;4202.3905;01218.1620;148.6;2.1;3.1*3D;05;24.13156
20230116 090457.781521;1673856297.781521;False;3D;4202.3872;01218.1593;148.1;2.1;3.1*3D;05;26.372480000000003
20230116 090459.086891;1673856299.086891;False;3D;4202.3853;01218.1544;146.8;2.1;3.1*3D;05;25.557600000000004
20230116 090459.775196;1673856299.775196;False;3D;4202.3830;01218.1502;146.5;2.1;3.1*3D;05;24.22416
20230116 090500.777536;1673856300.777536;False;3D;4202.3808;01218.1467;146.2;2.1;3.1*3D;05;21.14984
20230116 090501.775598;1673856301.775598;False;3D;4202.3786;01218.1441;146.4;2.1;3.1*3D;05;18.50148
20230116 090502.774480;1673856302.77448;False;3D;4202.3772;01218.1423;146.8;2.1;3.1*3D;05;14.945640000000001
20230116 090504.089459;1673856304.089459;False;3D;4202.3761;01218.1407;147.4;2.1;3.1*3D;05;12.741760000000001
20230116 090504.774237;1673856304.774237;False;3D;4202.3765;01218.1386;147.3;2.1;3.1*3D;05;10.50084
20230116 090505.775354;1673856305.775354;False;3D;4202.3772;01218.1364;146.8;2.1;3.1*3D;05;9.426680000000001
20230116 090506.774211;1673856306.774211;False;3D;4202.3781;01218.1339;146.4;2.1;3.1*3D;05;10.50084
20230116 090507.779452;1673856307.779452;False;3D;4202.3806;01218.1305;146.2;2.1;3.1*3D;05;15.186399999999999
20230116 090509.095430;1673856309.09543;False;3D;4202.3850;01218.1257;146.1;2.1;3.1*3D;05;23.094440000000002
20230116 090509.777069;1673856309.777069;False;3D;4202.3911;01218.1187;144.6;2.1;3.1*3D;05;32.28036
20230116 090510.777206;1673856310.777206;False;3D;4202.3952;01218.1142;144.5;2.1;3.1*3D;05;29.354200000000002
20230116 090511.786207;1673856311.786207;False;3D;4202.3991;01218.1096;143.6;2.1;3.1*3D;05;29.280120000000004
20230116 090512.768217;1673856312.768217;False;3D;4202.4023;01218.1055;142.3;2.7;4.9*3A;04;28.780079999999998
20230116 090514.090169;1673856314.090169;False;3D;4202.4038;01218.1031;142.1;2.7;4.9*3A;04;22.37216
20230116 090514.763384;1673856314.763384;False;3D;4202.4040;01218.1019;141.5;2.7;4.9*3A;04;14.0752
20230116 090515.762572;1673856315.762572;False;3D;4202.4036;01218.1010;140.6;2.7;4.9*3A;04;9.46372
20230116 090516.776594;1673856316.776594;False;3D;4202.4024;01218.0998;139.5;2.1;3.1*3D;05;10.63048
20230116 090517.781378;1673856317.781378;False;3D;4202.4008;01218.0985;139.0;2.1;3.1*3D;05;12.48248
20230116 090519.096627;1673856319.096627;False;3D;4202.3991;01218.0969;139.1;2.1;3.1*3D;05;14.61228
20230116 090519.764057;1673856319.764057;False;2D;4202.3973;01218.0958;139.4;6.2;1.0*32;03;13.0566
20230116 090520.774556;1673856320.774556;False;3D;4202.3942;01218.0960;139.9;2.7;4.9*3A;04;17.3162
20230116 090521.768731;1673856321.768731;False;3D;4202.3919;01218.0963;140.6;2.7;4.9*3A;04;15.260480000000001
20230116 090522.769673;1673856322.769673;False;3D;4202.3894;01218.0967;142.6;2.7;4.9*3A;04;15.093800000000002
20230116 090524.089686;1673856324.089686;False;3D;4202.3865;01218.0974;144.2;2.7;4.9*3A;04;17.61252
20230116 090524.778470;1673856324.77847;False;3D;4202.3834;01218.0976;142.5;2.1;3.1*3D;05;16.5754
20230116 090525.775581;1673856325.775581;False;3D;4202.3809;01218.0974;142.4;2.1;3.1*3D;05;15.223440000000002
20230116 090526.774958;1673856326.774958;False;3D;4202.3790;01218.0971;141.8;2.1;3.1*3D;05;13.0566
20230116 090527.774327;1673856327.774327;False;3D;4202.3770;01218.0964;141.4;2.1;3.1*3D;05;16.205000000000002
20230116 090529.090604;1673856329.090604;False;3D;4202.3745;01218.0957;140.3;2.1;3.1*3D;05;16.353160000000003
20230116 090529.774991;1673856329.774991;False;3D;4202.3723;01218.0952;141.5;2.1;3.1*3D;05;20.52016
20230116 090530.772531;1673856330.772531;False;3D;4202.3695;01218.0947;142.7;2.1;3.1*3D;05;23.946360000000002
20230116 090531.772136;1673856331.772136;False;3D;4202.3653;01218.0937;143.4;2.1;3.1*3D;05;28.6134
20230116 090532.774589;1673856332.774589;False;3D;4202.3602;01218.0927;144.1;2.1;3.1*3D;05;34.09532
20230116 090534.098865;1673856334.098865;False;3D;4202.3541;01218.0916;143.6;2.1;3.1*3D;05;36.299200000000006
20230116 090534.776299;1673856334.776299;False;3D;4202.3476;01218.0908;143.2;2.1;3.1*3D;05;39.2624
20230116 090535.781193;1673856335.781193;False;3D;4202.3413;01218.0905;143.5;2.1;3.1*3D;05;40.29952000000001
20230116 090536.771954;1673856336.771954;False;3D;4202.3351;01218.0900;143.6;2.1;3.1*3D;05;40.85512
20230116 090537.775862;1673856337.775862;False;3D;4202.3287;01218.0894;143.6;2.1;3.1*3D;05;41.466280000000005
20230116 090539.101120;1673856339.10112;False;3D;4202.3229;01218.0889;143.3;2.1;3.1*3D;05;36.87332
20230116 090539.774181;1673856339.774181;False;3D;4202.3178;01218.0882;143.1;2.1;3.1*3D;05;33.391560000000005
20230116 090540.774404;1673856340.774404;False;3D;4202.3136;01218.0876;143.6;2.1;3.1*3D;05;29.96536
20230116 090541.773214;1673856341.773214;False;3D;4202.3098;01218.0869;143.7;2.1;3.1*3D;05;25.8354
20230116 090542.774490;1673856342.77449;False;3D;4202.3059;01218.0863;143.2;2.1;3.1*3D;05;26.07616
20230116 090544.103602;1673856344.103602;False;3D;4202.3020;01218.0858;143.6;2.1;3.1*3D;05;25.594640000000002
20230116 090544.771419;1673856344.771419;False;3D;4202.2979;01218.0852;143.9;2.1;3.1*3D;05;29.465320000000002
20230116 090545.774863;1673856345.774863;False;3D;4202.2934;01218.0846;143.9;2.1;3.1*3D;05;30.31724
20230116 090546.773995;1673856346.773995;False;3D;4202.2886;01218.0840;143.9;2.1;3.1*3D;05;32.00256
20230116 090547.771178;1673856347.771178;False;3D;4202.2836;01218.0834;143.8;2.1;3.1*3D;05;32.9656
20230116 090549.091883;1673856349.091883;False;3D;4202.2783;01218.0828;143.5;2.1;3.1*3D;05;32.20628
20230116 090549.777030;1673856349.77703;False;3D;4202.2734;01218.0821;143.0;2.1;3.1*3D;05;31.35436
20230116 090550.771527;1673856350.771527;False;3D;4202.2686;01218.0820;143.0;2.1;3.1*3D;05;31.372880000000006
20230116 090551.779726;1673856351.779726;False;3D;4202.2640;01218.0817;142.9;2.1;3.1*3D;05;30.42836
20230116 090552.778811;1673856352.778811;False;3D;4202.2598;01218.0820;143.2;2.1;3.1*3D;05;26.631760000000003
20230116 090554.088104;1673856354.088104;False;3D;4202.2559;01218.0818;142.7;2.1;3.1*3D;05;25.928
20230116 090554.774029;1673856354.774029;False;3D;4202.2519;01218.0814;142.0;2.1;3.1*3D;05;27.2244
20230116 090555.780433;1673856355.780433;False;3D;4202.2478;01218.0813;142.0;2.1;3.1*3D;05;27.576280000000004
20230116 090556.776232;1673856356.776232;False;3D;4202.2436;01218.0810;142.1;2.1;3.1*3D;05;27.65036
20230116 090557.775388;1673856357.775388;False;3D;4202.2395;01218.0803;142.2;2.1;3.1*3D;05;28.650440000000003
20230116 090559.089782;1673856359.089782;False;3D;4202.2361;01218.0801;142.7;2.1;3.1*3D;05;25.483520000000002
20230116 090559.774504;1673856359.774504;False;3D;4202.2338;01218.0798;142.6;2.1;3.1*3D;05;21.298000000000002
20230116 090600.774053;1673856360.774053;False;3D;4202.2320;01218.0801;142.7;2.1;3.1*3D;05;17.64956
20230116 090601.775901;1673856361.775901;False;3D;4202.2292;01218.0802;142.9;2.1;3.1*3D;05;14.66784
20230116 090602.773772;1673856362.773772;False;3D;4202.2266;01218.0801;143.1;2.1;3.1*3D;05;16.612440000000003
20230116 090604.088344;1673856364.088344;False;3D;4202.2246;01218.0798;142.7;2.1;3.1*3D;05;14.556720000000002
20230116 090604.774550;1673856364.77455;False;3D;4202.2228;01218.0796;143.3;2.1;3.1*3D;05;13.44552
20230116 090605.769393;1673856365.769393;False;3D;4202.2203;01218.0792;143.3;2.1;3.1*3D;05;13.6122
20230116 090606.771325;1673856366.771325;False;3D;4202.2176;01218.0789;143.1;2.1;3.1*3D;05;16.612440000000003
20230116 090607.773459;1673856367.773459;False;3D;4202.2145;01218.0786;143.4;2.1;3.1*3D;05;18.52
20230116 090609.087940;1673856369.08794;False;3D;4202.2118;01218.0778;143.8;2.1;3.1*3D;05;17.834760000000003
20230116 090609.774016;1673856369.774016;False;3D;4202.2091;01218.0763;144.2;2.1;3.1*3D;05;19.77936
20230116 090610.773571;1673856370.773571;False;3D;4202.2061;01218.0754;144.8;2.1;3.1*3D;05;21.72396
20230116 090611.777085;1673856371.777085;False;3D;4202.2032;01218.0740;145.3;2.1;3.1*3D;05;19.96456
20230116 090612.768075;1673856372.768075;False;3D;4202.1993;01218.0731;145.5;2.7;4.8*38;04;23.22408
20230116 090614.082706;1673856374.082706;False;3D;4202.1949;01218.0725;145.7;2.7;4.8*38;04;24.57604
20230116 090614.765595;1673856374.765595;False;3D;4202.1912;01218.0715;146.0;2.7;4.8*38;04;23.37224
20230116 090615.766804;1673856375.766804;False;3D;4202.1875;01218.0705;146.4;2.7;4.8*38;04;20.797960000000003
20230116 090616.772468;1673856376.772468;False;3D;4202.1834;01218.0695;146.4;2.7;4.8*38;04;22.335120000000003
20230116 090617.766474;1673856377.766474;False;3D;4202.1797;01218.0685;146.8;2.7;4.8*38;04;22.186960000000003
20230116 090619.097096;1673856379.097096;False;3D;4202.1756;01218.0675;147.1;2.1;3.1*3D;05;23.96488
20230116 090619.773824;1673856379.773824;False;3D;4202.1711;01218.0670;146.1;2.1;3.1*3D;05;24.89088
20230116 090620.777198;1673856380.777198;False;3D;4202.1657;01218.0670;144.9;2.1;3.1*3D;05;27.576280000000004
20230116 090621.771674;1673856381.771674;False;3D;4202.1605;01218.0670;144.2;2.1;3.1*3D;05;27.094760000000004
20230116 090622.774039;1673856382.774039;False;3D;4202.1548;01218.0672;143.7;2.1;3.1*3D;05;27.16884
20230116 090624.093660;1673856384.09366;False;3D;4202.1500;01218.0663;142.0;2.1;3.1*3D;05;27.317
20230116 090624.773997;1673856384.773997;False;3D;4202.1451;01218.0656;141.3;2.1;3.1*3D;05;26.798440000000003
20230116 090625.773472;1673856385.773472;False;3D;4202.1403;01218.0654;140.9;2.1;3.1*3D;05;27.335520000000002
20230116 090626.775764;1673856386.775764;False;3D;4202.1360;01218.0656;140.5;2.1;3.1*3D;05;24.50196
20230116 090627.778143;1673856387.778143;False;3D;4202.1325;01218.0655;140.2;2.1;3.1*3D;05;20.72388
20230116 090629.089362;1673856389.089362;False;3D;4202.1297;01218.0652;139.6;2.1;3.1*3D;05;14.315960000000002
20230116 090629.772990;1673856389.77299;False;3D;4202.1278;01218.0655;139.4;2.1;3.1*3D;05;11.704640000000001
20230116 090630.776064;1673856390.776064;False;3D;4202.1263;01218.0669;139.3;2.1;3.1*3D;05;10.8342
20230116 090631.778605;1673856391.778605;False;3D;4202.1256;01218.0688;139.3;2.1;3.1*3D;05;9.611880000000001
20230116 090632.770745;1673856392.770745;False;3D;4202.1253;01218.0705;138.9;2.1;3.1*3D;05;6.8894400000000005
20230116 090634.088748;1673856394.088748;False;3D;4202.1250;01218.0715;138.2;2.1;3.1*3D;05;1.2408400000000002
20230116 090634.769470;1673856394.76947;False;3D;4202.1247;01218.0716;137.5;2.1;3.1*3D;05;1.1112
20230116 090635.768654;1673856395.768654;False;3D;4202.1244;01218.0713;136.9;2.1;3.1*3D;05;3.22248
20230116 090636.768886;1673856396.768886;False;3D;4202.1241;01218.0707;136.4;2.1;3.1*3D;05;3.16692
20230116 090637.773963;1673856397.773963;False;3D;4202.1239;01218.0702;136.3;2.1;3.1*3D;05;3.4632400000000003
20230116 090639.088293;1673856399.088293;False;3D;4202.1237;01218.0694;135.9;2.1;3.1*3D;05;3.9818000000000002
20230116 090639.768376;1673856399.768376;False;3D;4202.1236;01218.0685;135.0;2.1;3.1*3D;05;3.1854400000000003
20230116 090640.771269;1673856400.771269;False;3D;4202.1235;01218.0680;134.3;2.1;3.1*3D;05;0.66672
20230116 090641.769447;1673856401.769447;False;3D;4202.1235;01218.0679;133.8;2.1;3.1*3D;05;0.38892
20230116 090642.768081;1673856402.768081;False;3D;4202.1236;01218.0678;133.2;2.1;3.1*3D;05;1.03712
20230116 090644.091038;1673856404.091038;False;3D;4202.1241;01218.0681;132.7;2.1;3.1*3D;05;5.14856
20230116 090644.767746;1673856404.767746;False;3D;4202.1256;01218.0683;132.2;2.1;3.1*3D;05;9.685960000000001
20230116 090645.769625;1673856405.769625;False;3D;4202.1275;01218.0681;131.9;2.1;3.1*3D;05;13.46404
20230116 090646.763702;1673856406.763702;False;3D;4202.1298;01218.0679;131.3;2.7;4.8*38;04;15.686440000000003
20230116 090647.772094;1673856407.772094;False;3D;4202.1332;01218.0683;131.2;2.1;3.1*3D;05;20.40904
20230116 090649.109427;1673856409.109427;False;3D;4202.1376;01218.0691;131.3;2.1;3.1*3D;05;26.46508
20230116 090649.767380;1673856409.76738;False;3D;4202.1423;01218.0698;130.7;2.1;3.1*3D;05;29.687560000000005
20230116 090650.768820;1673856410.76882;False;3D;4202.1473;01218.0705;130.4;2.1;3.1*3D;05;31.169159999999998
20230116 090651.771286;1673856411.771286;False;3D;4202.1522;01218.0714;129.9;2.1;3.1*3D;05;31.206200000000003
20230116 090652.771736;1673856412.771736;False;3D;4202.1573;01218.0725;129.6;2.1;3.1*3D;05;32.00256
20230116 090654.091397;1673856414.091397;False;3D;4202.1631;01218.0738;129.9;2.1;3.1*3D;05;35.39172
20230116 090654.770762;1673856414.770762;False;3D;4202.1693;01218.0752;129.7;2.1;3.1*3D;05;38.52160000000001
20230116 090655.772049;1673856415.772049;False;3D;4202.1764;01218.0765;129.9;2.1;3.1*3D;05;43.07752000000001
20230116 090656.769014;1673856416.769014;False;3D;4202.1839;01218.0778;129.9;2.7;4.8*38;04;45.2814
20230116 090657.764777;1673856417.764777;False;3D;4202.1917;01218.0784;129.5;2.7;4.8*38;04;45.54068
20230116 090659.086605;1673856419.086605;False;3D;4202.1992;01218.0791;130.3;2.1;3.1*3D;05;44.41096
20230116 090659.776559;1673856419.776559;False;3D;4202.2060;01218.0794;131.5;2.1;3.1*3D;05;42.18856
20230116 090700.782346;1673856420.782346;False;3D;4202.2117;01218.0798;133.1;2.1;3.1*3D;05;37.29928
20230116 090701.776350;1673856421.77635;False;3D;4202.2175;01218.0794;134.6;2.1;3.1*3D;05;35.5584
20230116 090702.780597;1673856422.780597;False;3D;4202.2222;01218.0793;136.0;2.1;3.1*3D;05;30.446880000000004
20230116 090704.093926;1673856424.093926;False;3D;4202.2265;01218.0793;137.4;2.1;3.1*3D;05;26.205800000000004
20230116 090704.772332;1673856424.772332;False;3D;4202.2292;01218.0798;139.3;2.1;3.1*3D;05;23.27964
20230116 090705.772250;1673856425.77225;False;3D;4202.2330;01218.0806;140.1;2.1;3.1*3D;05;28.187440000000002
20230116 090706.776751;1673856426.776751;False;3D;4202.2368;01218.0807;140.9;2.1;3.1*3D;05;28.5208
20230116 090707.764608;1673856427.764608;False;3D;4202.2398;01218.0814;142.3;2.7;4.8*38;04;26.98364
20230116 090709.089307;1673856429.089307;False;3D;4202.2441;01218.0830;143.7;2.7;4.8*38;04;29.594960000000004
20230116 090709.767420;1673856429.76742;False;3D;4202.2503;01218.0837;145.2;2.1;3.1*3D;05;33.4286
20230116 090710.769277;1673856430.769277;False;3D;4202.2560;01218.0839;145.4;2.1;3.1*3D;05;32.39148
20230116 090711.771434;1673856431.771434;False;3D;4202.2610;01218.0840;146.1;2.1;3.1*3D;05;31.021
20230116 090712.771675;1673856432.771675;False;3D;4202.2658;01218.0844;147.5;2.1;3.1*3D;05;30.372799999999998
20230116 090714.090035;1673856434.090035;False;3D;4202.2722;01218.0850;147.8;2.1;3.1*3D;05;36.299200000000006
20230116 090714.768164;1673856434.768164;False;3D;4202.2800;01218.0860;147.8;2.1;3.1*3D;05;45.24436
20230116 090715.771943;1673856435.771943;False;3D;4202.2878;01218.0868;147.6;2.1;3.1*3D;05;46.26296
20230116 090716.769783;1673856436.769783;False;3D;4202.2951;01218.0875;148.1;2.1;3.1*3D;05;44.207240000000006
20230116 090717.769163;1673856437.769163;False;3D;4202.3015;01218.0882;148.8;2.1;3.1*3D;05;40.836600000000004
20230116 090719.089138;1673856439.089138;False;3D;4202.3072;01218.0885;149.2;2.1;3.1*3D;05;38.058600000000006
