Date;Time;Start;MotorAmps;Motor_Rpm;Battery_A;Battery_V;VLeft;VRight;VVehicle;SOC;kWh;Battery_kW;Motor_kW?;AvailBattkW;QCVoltage;QCCommA;MaximumA?;Chargeremainmin;Charge Current??;ACPower?;heaterPower?;ChargeV??;InverterV
20230116 090455.413924;1673856295.413924;False;33.0;1633.5;-27.5;368.5;24.09;25.12;23.58;53.125;7.82;-10.13375;5.6449707596028205;110;33;0;61;40;0.0;0.0;4.75;0;370
20230116 090456.422885;1673856296.422885;False;30.5;1832.5;-34.0;366.5;27.15;28.315;26.57;53.125;7.82;-12.461;5.852918013331684;110;33;0;60;40;0.0;0.0;4.75;0;370
20230116 090457.434379;1673856297.434379;False;-10.0;1901.5;-7.0;372.0;28.54;28.99;27.56;53.125;7.82;-2.604;-1.9912461436003304;110;33;0;61;40;0.0;0.0;5.0;0;374
20230116 090458.446568;1673856298.446568;False;-69.0;1764.5;13.5;376.5;26.965;26.945;25.83;53.125;7.82;5.08275;-12.749682545696137;110;33;0;61;40;0.0;0.0;5.0;0;380
20230116 090459.458144;1673856299.458144;False;-94.5;1422.5;23.0;379.0;21.655;21.4;20.63;53.125;7.82;8.717;-14.077083981654164;110;33;0;61;40;0.0;0.0;5.0;0;382
20230116 090500.468309;1673856300.468309;False;-2.0;873.5;-10.5;372.0;13.475;13.565;12.95;53.125;7.82;-3.906;-0.18294541219404561;110;33;0;61;40;0.0;0.0;5.0;0;374
20230116 090501.480264;1673856301.480264;False;-1.5;583.5;-11.5;372.0;8.39;9.115;8.38;53.125;7.82;-4.278;-0.0916559656684822;110;33;0;61;40;0.0;0.0;5.0;0;374
20230116 090502.491181;1673856302.491181;False;89.0;754.5;-38.5;366.5;10.37;12.255;10.83;53.02734375;7.82;-14.11025;7.031983916162713;110;33;0;61;40;0.0;0.0;5.0;0;368
20230116 090503.505442;1673856303.505442;False;138.5;1047.5;-58.5;362.0;14.025;17.355;15.03;53.02734375;7.82;-21.177;15.19261117306634;110;33;0;61;40;0.0;0.0;5.0;0;364
20230116 090504.519525;1673856304.519525;False;132.5;1444.5;-74.5;358.5;20.395;22.825;20.7;53.02734375;7.82;-26.70825;20.04296843082118;110;33;0;61;40;0.0;0.0;5.0;0;360
20230116 090505.537532;1673856305.537532;False;136.0;1871.5;-96.5;352.5;27.995;28.24;26.94;52.9296875;7.82;-34.01625;26.653690952076282;110;33;0;60;40;0.0;0.0;5.0;0;354
20230116 090506.546442;1673856306.546442;False;122.0;2279.5;-103.0;351.0;34.22;34.35;32.85;52.83203125;7.82;-36.153;29.12245917902226;110;33;0;60;40;0.0;0.0;5.0;0;354
20230116 090507.562086;1673856307.562086;False;86.0;2563.5;-79.0;355.5;38.865;38.76;37.2;52.83203125;7.82;-28.0845;23.08662193343531;110;33;0;60;40;0.0;0.0;5.0;0;358
20230116 090508.586156;1673856308.586156;False;-19.5;2539.5;-2.0;371.5;38.675;38.575;37.01;52.734375;7.82;-0.743;-5.185748453464332;110;33;0;61;40;0.0;0.0;5.25;0;374
20230116 090509.598471;1673856309.598471;False;-61.0;1923.5;16.5;376.0;29.155;29.075;27.9;52.734375;7.82;6.204;-12.287135387332599;110;33;0;61;40;0.0;0.0;5.5;0;378
20230116 090510.614408;1673856310.614408;False;-65.5;1452.5;12.0;375.5;22.32;22.15;21.31;52.83203125;7.82;4.506;-9.96290660239053;110;33;0;61;40;0.0;0.0;5.5;0;378
20230116 090511.626145;1673856311.626145;False;-70.0;993.5;5.0;374.0;15.415;15.145;14.64;52.83203125;7.82;1.87;-7.282735369796738;110;33;0;61;40;0.0;0.0;5.5;0;376
20230116 090512.640592;1673856312.640592;False;-32.5;602.5;-8.0;372.0;9.59;8.65;8.74;52.83203125;7.82;-2.976;-2.050543704936838;110;33;0;61;40;0.0;0.0;5.5;0;374
20230116 090513.653366;1673856313.653366;False;28.0;480.5;-15.5;370.0;7.305;6.425;6.57;52.83203125;7.82;-5.735;1.4088995853799027;110;33;0;61;40;0.0;0.0;5.5;0;372
20230116 090514.667002;1673856314.667002;False;60.5;583.5;-24.0;368.5;9.405;8.105;8.38;52.734375;7.82;-8.844;3.6967906152954493;110;33;0;61;40;0.0;0.0;5.5;0;370
20230116 090515.682119;1673856315.682119;False;89.0;808.5;-36.5;365.5;13.45;10.755;11.59;52.734375;7.82;-13.34075;7.535267059267799;110;33;0;61;40;0.0;0.0;5.5;0;368
20230116 090516.690303;1673856316.690303;False;126.0;1100.5;-55.5;361.5;17.955;14.545;15.57;52.734375;7.82;-20.06325;14.520755404157383;110;33;0;61;40;0.0;0.0;5.25;0;364
20230116 090517.700991;1673856317.700991;False;87.5;1439.5;-56.5;360.5;22.785;20.655;20.81;52.63671875;7.82;-20.36825;13.190107655790646;110;33;0;61;40;0.0;0.0;5.25;0;364
20230116 090518.718072;1673856318.718072;False;-13.5;1551.5;-9.0;370.0;23.365;23.755;22.57;52.63671875;7.82;-3.33;-2.1933814509200538;110;33;0;61;40;0.0;0.0;5.25;0;374
20230116 090519.729025;1673856319.729025;False;-82.0;1097.5;10.5;375.0;16.79;16.805;16.09;52.63671875;7.82;3.9375;-9.42425436199378;110;33;0;61;40;0.0;0.0;5.5;0;378
20230116 090520.740574;1673856320.740574;False;-5.0;980.5;-11.5;370.5;14.71;15.05;14.25;52.63671875;7.82;-4.26075;-0.5133885994741321;110;33;0;61;40;0.0;0.0;5.25;0;374
20230116 090521.750445;1673856321.750445;False;-3.5;949.5;-12.5;370.5;14.44;14.235;13.74;52.63671875;7.82;-4.63125;-0.3480099262014093;110;33;0;61;40;0.0;0.0;5.25;0;372
20230116 090522.758662;1673856322.758662;False;-4.5;914.5;-12.0;370.5;13.745;13.825;13.21;52.63671875;7.82;-4.446;-0.4309479722561799;110;33;0;61;40;0.0;0.0;5.25;0;372
20230116 090523.780619;1673856323.780619;False;-3.0;890.5;-12.0;370.5;13.45;13.495;12.91;52.63671875;7.82;-4.446;-0.27975882580217104;110;33;0;61;40;0.0;0.0;5.25;0;374
20230116 090524.791793;1673856324.791793;False;-4.0;904.5;-12.0;370.5;13.715;13.73;13.15;52.63671875;7.82;-4.446;-0.37887607402292905;110;33;0;61;40;0.0;0.0;5.25;0;374
20230116 090525.807829;1673856325.807829;False;3.5;967.5;-13.0;370.5;13.805;13.65;13.15;52.63671875;7.82;-4.8165;0.3546072707739479;110;33;0;61;40;0.0;0.0;5.25;0;372
20230116 090526.816838;1673856326.816838;False;103.5;1188.5;-53.0;362.0;17.91;17.92;17.16;52.5390625;7.82;-19.186;12.881550897330568;110;33;0;61;40;0.0;0.0;5.25;0;364
20230116 090527.834258;1673856327.834258;False;88.0;1577.5;-58.5;360.5;23.75;23.42;22.6;52.5390625;7.82;-21.08925;14.53719640571117;110;33;0;61;40;0.0;0.0;5.25;0;362
20230116 090528.844771;1673856328.844771;False;79.5;1902.5;-61.0;359.5;28.73;28.955;27.64;52.5390625;7.82;-21.9295;15.83873206215464;110;33;0;61;40;0.0;0.0;5.0;0;362
20230116 090529.854693;1673856329.854693;False;103.5;2266.5;-88.5;354.0;34.13;34.12;32.7;52.44140625;7.82;-31.329;24.56544813529637;110;33;0;61;40;0.0;0.0;5.25;0;356
20230116 090530.862370;1673856330.86237;False;46.0;2550.5;-54.5;360.0;38.71;38.665;37.08;52.44140625;7.82;-19.62;12.286035829903842;110;33;0;61;40;0.0;0.0;5.25;0;364
20230116 090531.872969;1673856331.872969;False;10.0;2649.5;-17.5;368.5;39.955;40.02;38.32;52.34375;7.82;-6.44875;2.7745499118953854;110;33;0;61;40;0.0;0.0;5.25;0;370
20230116 090532.888969;1673856332.888969;False;18.0;2737.5;-31.0;365.5;41.4;41.375;39.66;52.34375;7.82;-11.3305;5.160065933521235;110;33;0;61;40;0.0;0.0;5.25;0;368
20230116 090533.904284;1673856333.904284;False;9.5;2800.5;-22.5;367.0;42.325;42.275;40.54;52.34375;7.82;-8.2575;2.786042905019768;110;33;0;61;40;0.0;0.0;5.25;0;370
20230116 090534.917744;1673856334.917744;False;-14.5;2781.5;-2.5;371.5;41.97;42.005;40.24;52.34375;7.82;-0.92875;-4.223530983547338;110;33;0;61;40;0.0;0.0;5.25;0;374
20230116 090535.936251;1673856335.936251;False;-15.5;2726.5;-1.5;372.0;41.225;41.21;39.5;52.34375;7.82;-0.558;-4.4255353911731605;110;33;0;61;40;0.0;0.0;5.25;0;374
20230116 090536.956272;1673856336.956272;False;-44.0;2498.5;16.0;376.0;37.82;37.995;36.33;52.34375;7.82;6.016;-11.512261559324678;110;33;0;62;40;0.0;0.0;5.25;0;378
20230116 090537.966468;1673856337.966468;False;-48.5;2260.5;18.0;377.0;33.475;34.06;32.36;52.34375;7.82;6.786;-11.480871812727559;110;33;0;62;40;0.0;0.0;5.25;0;380
20230116 090538.980038;1673856338.980038;False;-64.0;2055.5;19.0;377.0;31.015;30.95;29.69;52.34375;7.82;7.163;-13.776093225501482;110;33;0;62;40;0.0;0.0;5.25;0;380
20230116 090539.989449;1673856339.989449;False;-58.0;1823.5;15.5;376.5;27.63;27.665;26.49;52.34375;7.82;5.83575;-11.075475460720577;110;33;0;62;40;0.0;0.0;5.25;0;380
20230116 090540.997967;1673856340.997967;False;8.5;1797.5;-11.5;371.5;26.62;26.475;25.44;52.34375;7.82;-4.27225;1.599986958534502;110;33;0;62;40;0.0;0.0;5.25;0;372
20230116 090542.010083;1673856342.010083;False;60.0;1949.5;-48.0;363.0;29.46;29.44;28.22;52.34375;7.82;-17.424;12.249069756346604;110;33;0;62;40;0.0;0.0;5.0;0;366
20230116 090543.031712;1673856343.031712;False;55.0;2178.5;-49.0;362.5;32.825;32.905;31.49;52.34375;7.82;-17.7625;12.547259259049834;110;33;0;61;40;0.0;0.0;5.0;0;364
20230116 090544.049485;1673856344.049485;False;16.5;2318.5;-27.0;366.5;34.85;34.885;33.41;52.24609375;7.82;-9.8955;4.0060804120413644;110;33;0;62;40;0.0;0.0;5.0;0;370
20230116 090545.059411;1673856345.059411;False;1.5;2354.5;-15.0;369.0;35.88;36.08;34.48;52.24609375;7.82;-5.535;0.3698439951438584;110;33;0;62;40;0.0;0.0;5.0;0;372
20230116 090546.066864;1673856346.066864;False;-8.5;2340.5;-5.5;371.5;35.245;35.315;33.81;52.24609375;7.82;-2.04325;-2.0833209882892914;110;33;0;62;40;0.0;0.0;5.25;0;374
20230116 090547.075904;1673856347.075904;False;-15.0;2301.5;-4.5;372.0;34.98;34.29;33.19;52.24609375;7.82;-1.674;-3.6151877461184543;110;33;0;62;40;0.0;0.0;5.25;0;374
20230116 090548.089972;1673856348.089972;False;-13.5;2243.5;-5.5;372.0;33.915;33.97;32.53;52.24609375;7.82;-2.046;-3.1716734032479157;110;33;0;62;40;0.0;0.0;5.25;0;374
20230116 090549.104826;1673856349.104826;False;-17.5;2188.5;-2.5;372.5;33.055;32.965;31.63;52.24609375;7.82;-0.93125;-4.01063572138907;110;33;0;62;40;0.0;0.0;5.0;0;374
20230116 090550.113542;1673856350.113542;False;-32.0;2045.5;7.5;375.0;31.05;30.445;29.47;52.24609375;7.82;2.8125;-6.85453629111245;110;33;0;62;40;0.0;0.0;5.0;0;378
20230116 090551.135635;1673856351.135635;False;-14.0;1989.5;-4.0;372.5;29.97;29.94;28.7;52.24609375;7.82;-1.49;-2.916759339347884;110;33;0;62;40;0.0;0.0;5.0;0;374
20230116 090552.151673;1673856352.151673;False;-10.0;1947.5;-6.5;372.0;29.535;29.375;28.22;52.24609375;7.82;-2.418;-2.039417230955374;110;33;0;62;40;0.0;0.0;5.0;0;374
20230116 090553.161242;1673856353.161242;False;-11.5;1967.5;-7.5;371.5;29.72;29.79;28.51;52.24609375;7.82;-2.78625;-2.3694153592762017;110;33;0;62;40;0.0;0.0;5.0;0;374
20230116 090554.179128;1673856354.179128;False;-12.5;1939.5;-5.5;372.0;29.04;29.585;28.09;52.24609375;7.82;-2.046;-2.5387995631822515;110;33;0;62;40;0.0;0.0;5.0;0;374
20230116 090555.192995;1673856355.192995;False;-21.0;1877.5;-3.5;372.5;28.22;28.84;27.34;52.24609375;7.82;-1.30375;-4.128838144980386;110;33;0;62;40;0.0;0.0;5.0;0;376
20230116 090556.204463;1673856356.204463;False;-86.0;1610.5;19.5;377.5;24.455;24.385;23.4;52.24609375;7.82;7.36125;-14.504000243338236;110;33;0;62;40;0.0;0.0;5.0;0;380
20230116 090557.218113;1673856357.218113;False;-28.0;1429.5;0.5;374.0;21.405;21.35;20.48;52.24609375;7.82;0.187;-4.191512918419502;110;33;0;62;40;0.0;0.0;5.0;0;376
20230116 090558.229134;1673856358.229134;False;-11.5;1372.5;-7.5;372.0;20.66;20.475;19.71;52.24609375;7.82;-2.79;-1.65287043486993;110;33;0;62;40;0.0;0.0;4.75;0;374
20230116 090559.254550;1673856359.25455;False;-5.5;1320.5;-8.0;372.0;20.01;20.0;19.16;52.24609375;7.82;-2.976;-0.760553401495309;110;33;0;62;40;0.0;0.0;4.75;0;374
20230116 090600.263780;1673856360.26378;False;-8.0;1317.5;-11.5;370.5;19.905;19.955;19.09;52.24609375;7.82;-4.26075;-1.1037462189612137;110;33;0;62;40;0.0;0.0;4.75;0;374
20230116 090601.275189;1673856361.275189;False;-31.0;1194.5;0.0;373.5;18.06;18.36;17.45;52.24609375;7.82;0.0;-3.8777201722034413;110;33;0;62;40;0.0;0.0;4.75;0;376
20230116 090602.288587;1673856362.288587;False;-3.0;1129.5;-9.0;372.0;17.115;17.165;16.42;52.24609375;7.82;-3.348;-0.3548428902229671;110;33;0;62;40;0.0;0.0;4.75;0;374
20230116 090603.303906;1673856363.303906;False;11.5;1186.5;-13.0;371.0;17.605;17.28;16.71;52.1484375;7.82;-4.823;1.4288748786689776;110;33;0;62;40;0.0;0.0;4.75;0;372
20230116 090604.318218;1673856364.318218;False;0;1212.5;-10.5;371.5;18.22;18.12;17.41;52.1484375;7.82;-3.90075;0.0;110;33;0;62;40;0.0;0.0;4.75;0;374
20230116 090605.328510;1673856365.32851;False;45.5;1328.5;-32.0;366.5;19.765;20.11;19.1;52.1484375;7.82;-11.728;6.329968857779294;110;33;0;62;40;0.0;0.0;4.75;0;370
20230116 090606.337839;1673856366.337839;False;7.0;1441.5;-15.5;370.0;21.695;21.845;20.86;52.1484375;7.82;-5.735;1.0566746890349268;110;33;0;62;40;0.0;0.0;4.5;0;372
20230116 090607.368842;1673856367.368842;False;20.5;1590.5;-24.5;368.5;23.9;24.065;22.98;52.1484375;7.82;-9.02825;3.4144137956152862;110;33;0;62;40;0.0;0.0;4.5;0;370
20230116 090608.383580;1673856368.38358;False;16.0;1691.5;-23.0;368.5;25.51;25.31;24.35;52.1484375;7.82;-8.4755;2.8341354525584723;110;33;0;62;40;0.0;0.0;4.5;0;370
20230116 090609.406465;1673856369.406465;False;4.5;1793.5;-13.0;370.5;26.91;26.945;25.8;52.1484375;7.48;-4.8165;0.8451669636319941;110;33;0;62;40;0.0;0.0;4.5;0;374
20230116 090610.424337;1673856370.424337;False;-6.0;1842.5;-6.5;371.5;28.015;27.95;26.81;52.05078125;7.48;-2.41475;-1.157676892847839;110;33;0;62;40;0.0;0.0;4.5;0;374
20230116 090611.442209;1673856371.442209;False;-9.0;1864.5;-8.5;371.5;28.335;28.25;27.11;52.05078125;7.48;-3.15775;-1.7572498507854506;110;33;0;62;40;0.0;0.0;4.5;0;374
20230116 090612.451064;1673856372.451064;False;29.0;1851.5;-17.5;370.0;28.05;28.04;26.87;52.05078125;7.48;-6.475;5.622770171517452;110;33;0;62;40;0.0;0.0;4.5;0;370
20230116 090613.472765;1673856373.472765;False;-14.0;1910.5;-5.5;372.0;28.835;28.845;27.63;52.05078125;7.48;-2.046;-2.80093929018554;110;33;0;62;40;0.0;0.0;4.5;0;376
20230116 090614.495749;1673856374.495749;False;-6.5;1895.5;-3.0;372.5;28.705;28.73;27.52;52.05078125;7.48;-1.1175;-1.290225922890548;110;33;0;62;40;0.0;0.0;4.5;0;376
20230116 090615.508152;1673856375.508152;False;23.5;1967.5;-26.5;367.5;29.795;29.765;28.53;52.05078125;7.48;-9.73875;4.841848777651369;110;33;0;62;40;0.0;0.0;4.25;0;370
20230116 090616.517184;1673856376.517184;False;-13.0;2024.5;-3.5;372.5;31.155;30.875;29.72;52.05078125;7.48;-1.30375;-2.756066875116766;110;33;0;62;40;0.0;0.0;4.25;0;376
20230116 090617.533702;1673856377.533702;False;-10.5;1874.5;-2.5;372.5;28.6;28.3;27.26;52.05078125;7.48;-0.93125;-2.0611204002039236;110;33;0;62;40;0.0;0.0;4.25;0;376
20230116 090618.554549;1673856378.554549;False;-6.0;1823.5;-6.0;372.5;27.43;27.77;26.45;52.05078125;7.48;-2.235;-1.1457388407641977;110;33;0;62;40;0.0;0.0;4.25;0;374
20230116 090619.565403;1673856379.565403;False;-1.0;1842.5;-6.0;372.0;27.8;27.59;26.54;52.05078125;7.48;-2.232;-0.19294614880797314;110;33;0;62;40;0.0;0.0;4.25;0;374
20230116 090620.579171;1673856380.579171;False;28.0;1931.5;-27.0;368.0;28.925;29.25;27.87;52.05078125;7.48;-9.936;5.66345379638144;110;33;0;62;40;0.0;0.0;4.25;0;370
20230116 090621.603965;1673856381.603965;False;33.0;2087.5;-29.5;367.0;31.615;31.57;30.27;51.953125;7.48;-10.8265;7.213882130805563;110;33;0;62;40;0.0;0.0;4.0;0;370
20230116 090622.622361;1673856382.622361;False;-7.0;2149.5;-9.5;371.5;32.775;32.62;31.33;51.953125;7.48;-3.52925;-1.3499423632475338;110;33;0;62;40;0.0;0.0;4.0;0;374
20230116 090623.658292;1673856383.658292;False;-21.5;2108.5;0;373.5;32.205;31.95;30.74;51.953125;7.48;0.0;-4.747234478900757;110;33;0;62;40;0.0;0.0;4.0;0;376
20230116 090624.674762;1673856384.674762;False;-75.5;1747.5;24.5;378.5;26.73;26.57;25.54;51.953125;7.48;9.27325;-13.816331791406212;110;33;0;62;40;0.0;0.0;4.0;0;382
20230116 090625.686224;1673856385.686224;False;-52.5;1472.5;12.5;376.0;22.235;22.675;21.52;52.05078125;7.48;4.7;-8.095491569219199;110;33;0;62;40;0.0;0.0;4.0;0;378
20230116 090626.697750;1673856386.69775;False;-98.5;1207.5;22.0;378.5;18.145;18.345;17.48;52.05078125;7.48;8.327;-12.455236774238434;110;33;0;62;40;0.0;0.0;4.0;0;380
20230116 090627.706601;1673856387.706601;False;-77.5;816.5;8.0;376.0;12.635;12.25;11.92;52.05078125;7.48;3.008;-6.626535204278172;110;33;0;62;40;0.0;0.0;4.0;0;378
20230116 090628.722494;1673856388.722494;False;0.0;615.5;-8.5;372.0;10.295;8.41;8.96;52.05078125;7.48;-3.162;0.0;110;33;0;62;40;0.0;0.0;3.75;0;374
20230116 090629.734450;1673856389.73445;False;68.0;787.5;-26.0;368.5;13.195;10.42;11.31;52.05078125;7.48;-9.581;5.607742886657781;110;33;0;62;40;0.0;0.0;3.75;0;370
20230116 090630.745837;1673856390.745837;False;-23.0;744.5;-5.5;372.5;12.785;9.93;10.88;52.05078125;7.48;-2.04875;-1.793168726791494;110;33;0;62;40;0.0;0.0;3.75;0;376
20230116 090631.768423;1673856391.768423;False;1.5;365.5;-14.0;370.5;6.075;4.93;5.27;51.953125;7.48;-5.187;0.05741260574435347;110;33;0;62;40;0.0;0.0;3.75;0;374
20230116 090632.784656;1673856392.784656;False;26.5;-8.0;-11.5;371.5;0.0;0.0;0.0;51.953125;7.48;-4.27225;-0.02220058808536787;110;33;0;62;40;0.0;0.0;3.75;0;374
20230116 090633.796548;1673856393.796548;False;-140.5;-173.0;-21.5;369.5;2.23;2.115;0.0;51.953125;7.48;-7.94425;2.54537072781601;110;33;0;62;40;0.0;0.0;3.75;0;372
20230116 090634.809757;1673856394.809757;False;-17.5;-219.0;-14.0;370.5;3.21;3.365;3.14;51.953125;7.48;-5.187;0.4013384614960961;110;33;0;62;40;0.0;0.0;4.0;0;374
20230116 090635.823662;1673856395.823662;False;-14.5;-298.0;-9.0;372.0;4.025;4.995;4.31;51.953125;7.48;-3.348;0.4524940618720498;110;33;0;62;40;0.0;0.0;4.0;0;374
20230116 090636.837057;1673856396.837057;False;-11.0;-330.0;-8.0;372.0;4.29;5.525;4.7;51.953125;7.48;-2.976;0.3801327110843649;110;33;0;62;40;0.0;0.0;4.0;0;374
20230116 090637.852406;1673856397.852406;False;-12.5;-282.0;-13.5;371.0;3.89;4.93;4.22;51.953125;7.48;-5.0085;0.3691371367968007;110;33;0;62;40;0.0;0.0;4.0;0;374
20230116 090638.863162;1673856398.863162;False;-24.5;-140.0;-10.0;371.5;2.11;2.63;0.0;51.953125;7.48;-3.715;0.35918876006043304;110;33;0;62;40;0.0;0.0;3.75;0;374
20230116 090639.880002;1673856399.880002;False;-5.5;5.5;-7.0;372.0;0.0;0.0;0.0;51.953125;7.48;-2.604;-0.0031677725923697077;110;33;0;62;40;0.0;0.0;3.75;0;374
20230116 090640.894418;1673856400.894418;False;-41.5;-31.0;-8.5;372.0;0.0;0.0;0.0;51.953125;7.48;-3.162;0.1347219649614423;110;33;0;62;40;0.0;0.0;3.75;0;374
20230116 090641.903269;1673856401.903269;False;163.5;242.5;-29.5;368.0;3.35;3.22;3.14;51.953125;7.48;-10.856;4.15200739080061;110;33;0;62;40;0.0;0.0;3.75;0;370
20230116 090642.929077;1673856402.929077;False;125.5;568.5;-31.5;367.0;9.52;7.595;8.19;51.85546875;7.48;-11.5605;7.471414188583586;110;33;0;62;40;0.0;0.0;3.75;0;370
20230116 090643.946664;1673856403.946664;False;121.5;905.5;-43.0;364.5;14.69;12.59;13.07;51.85546875;7.48;-15.6735;11.521084198693508;110;33;0;62;40;0.0;0.0;3.5;0;366
20230116 090644.961086;1673856404.961086;False;128.0;1240.5;-57.0;361.0;18.58;18.805;17.91;51.85546875;7.48;-20.577;16.627821596920057;110;33;0;62;40;0.0;0.0;3.5;0;364
20230116 090645.978922;1673856405.978922;False;140.5;1639.5;-86.0;355.0;24.415;24.8;23.58;51.7578125;7.48;-30.53;24.12216941187485;110;33;0;62;40;0.0;0.0;3.5;0;358
20230116 090646.992557;1673856406.992557;False;101.0;1990.5;-79.0;355.0;30.085;30.045;28.81;51.7578125;7.48;-28.045;21.05291192913396;110;33;0;62;40;0.0;0.0;3.5;0;358
20230116 090648.001342;1673856408.001342;False;101.0;2285.5;-83.5;354.5;34.435;34.155;32.86;51.66015625;7.48;-29.60075;24.173037032924224;110;33;0;62;40;0.0;0.0;3.25;0;356
20230116 090649.020898;1673856409.020898;False;86.5;2485.5;-77.5;355.5;37.965;37.355;36.09;51.5625;7.48;-27.55125;22.514302291767592;110;33;0;62;40;0.0;0.0;3.25;0;358
20230116 090650.040817;1673856410.040817;False;77.0;2663.5;-64.5;358.0;40.3;40.26;38.6;51.5625;7.48;-23.091;21.476922217613463;110;33;0;62;40;0.0;0.0;2.75;0;360
20230116 090651.054966;1673856411.054966;False;91.5;2870.5;-86.5;353.0;43.35;43.075;41.41;51.46484375;7.48;-30.5345;27.50472222199498;110;33;0;62;40;0.0;0.0;2.25;0;356
20230116 090652.072362;1673856412.072362;False;88.5;3070.5;-88.5;352.0;46.185;45.71;44.03;51.46484375;7.48;-31.152;28.456467716400006;110;33;0;62;40;0.0;0.0;1.75;0;354
20230116 090653.090368;1673856413.090368;False;78.0;3253.5;-81.5;353.5;48.865;49.18;46.98;51.3671875;7.48;-28.81025;26.575046415981422;110;33;0;62;40;0.0;0.0;1.5;0;356
20230116 090654.107672;1673856414.107672;False;86.0;3402.5;-91.5;351.5;51.55;51.415;49.34;51.3671875;7.48;-32.16225;30.642571144339243;110;33;0;62;40;0.0;0.0;1.25;0;354
20230116 090655.125174;1673856415.125174;False;70.0;3570.5;-86.0;351.5;53.885;53.885;51.64;51.26953125;7.48;-30.229;26.173131995832165;110;33;0;62;40;0.0;0.0;1.0;0;354
20230116 090656.141701;1673856416.141701;False;-15.5;3565.5;7.5;371.0;54.035;54.065;51.8;51.171875;7.48;2.7825;-5.7873634466267765;110;33;0;62;40;0.0;0.0;0.75;0;376
20230116 090657.153779;1673856417.153779;False;-26.5;3176.5;22.5;375.0;48.135;48.255;46.19;51.26953125;7.48;8.4375;-8.815021006646383;110;33;0;62;40;0.0;0.0;0.75;0;378
20230116 090658.165925;1673856418.165925;False;-41.5;2406.5;24.5;376.5;36.53;36.73;35.1;51.26953125;7.48;9.22425;-10.458335763861642;110;33;0;62;40;0.0;0.0;0.5;0;380
20230116 090659.189062;1673856419.189062;False;-61.0;1843.5;29.5;378.0;27.89;27.895;26.73;51.26953125;7.48;11.151;-11.776102982348661;110;33;0;62;40;0.0;0.0;0.5;0;380
20230116 090700.212492;1673856420.212492;False;-50.0;1484.5;18.0;376.0;23.115;21.85;21.54;51.26953125;7.48;6.768;-7.772823823756746;110;33;0;62;40;0.0;0.0;0.25;0;378
20230116 090701.230421;1673856421.230421;False;-41.0;1143.5;13.0;375.0;17.585;16.815;16.48;51.26953125;7.48;4.875;-4.909628639152569;110;33;0;62;40;0.0;0.0;0.25;0;378
20230116 090702.246571;1673856422.246571;False;5.5;960.5;1.0;373.0;14.04;14.725;13.78;51.26953125;7.48;0.373;0.5532082863583826;110;33;0;62;40;0.0;0.0;0.25;0;374
20230116 090703.260195;1673856423.260195;False;152.5;1263.5;-63.5;359.0;19.315;18.91;18.31;51.26953125;7.48;-22.7965;20.177795115537744;110;33;0;62;40;0.0;0.0;0.25;0;362
20230116 090704.273502;1673856424.273502;False;145.5;1737.5;-81.0;355.0;26.19;25.825;24.92;51.26953125;7.48;-28.755;26.47380859271949;110;33;0;62;40;0.0;0.0;0.0;0;358
20230116 090705.294826;1673856425.294826;False;103.0;2092.5;-68.5;357.0;31.85;31.115;30.17;51.171875;7.48;-24.4545;22.56998702155247;110;33;0;62;40;0.0;0.0;0.0;0;360
20230116 090706.306902;1673856426.306902;False;112.5;2352.5;-85.5;353.0;35.425;35.5;33.98;51.07421875;7.48;-30.1815;27.714737690887453;110;33;0;62;40;0.0;0.0;0.0;0;356
20230116 090707.329674;1673856427.329674;False;108.5;2671.5;-92.0;351.5;40.08;40.465;38.59;51.07421875;7.48;-32.338;30.35383259953556;110;33;0;62;40;0.0;0.0;0.0;0;354
20230116 090708.340122;1673856428.340122;False;48.0;2774.5;-41.5;362.0;41.95;42.06;40.25;50.9765625;7.48;-15.023;13.946158107815808;110;33;0;62;40;0.0;0.0;0.0;0;364
20230116 090709.355126;1673856429.355126;False;-10.5;2678.5;7.0;372.0;40.495;40.345;38.74;50.9765625;7.48;2.604;-2.9451645729240914;110;33;0;62;40;0.0;0.0;0.0;0;374
20230116 090710.371424;1673856430.371424;False;95.5;2798.5;-81.0;354.5;42.265;42.225;40.49;50.9765625;7.48;-28.7145;27.98706141407613;110;33;0;62;40;0.0;0.0;0.0;0;356
20230116 090711.400627;1673856431.400627;False;89.5;3038.5;-86.5;352.5;45.825;46.03;44.01;50.87890625;7.48;-30.49125;28.47809234583222;110;33;0;62;40;0.0;0.0;0.0;0;354
20230116 090712.411881;1673856432.411881;False;104.0;3268.5;-109.0;347.0;49.465;49.555;47.45;50.87890625;7.48;-37.823;35.59675803929523;110;33;0;62;40;0.0;0.0;0.0;0;350
20230116 090713.425113;1673856433.425113;False;34.0;3477.5;-64.5;354.0;52.635;53.135;50.68;50.78125;7.48;-22.833;12.381540246572973;110;33;0;62;40;0.0;0.0;0.0;0;360
20230116 090714.439193;1673856434.439193;False;-30.0;3150.5;21.5;374.5;47.965;47.755;45.87;50.78125;7.48;8.05175;-9.897587655134643;110;33;0;62;40;0.0;0.0;0.0;0;378
